feeder_1,feeder_2,feeder_3
1.0391105449828406,1.0394050292435175,1.0391105449828406
1.039101678151209,1.0394184373294808,1.039101678151209
1.039053699734313,1.039445226874514,1.039053699734313
1.0391329540804648,1.039408315161604,1.0391329540804648
1.039157942255451,1.0393722999242083,1.039157942255451
1.038458425118237,1.0387136147887253,1.038458425118237
1.0391268644523373,1.0393631350117174,1.0391268644523373
1.039129027934623,1.0393975714539432,1.039129027934623
1.0391200049078864,1.0393699530084235,1.0391200049078864
1.0390923486084298,1.0393574681536135,1.0390923486084298
1.0390691632666504,1.0394052793615247,1.0390691632666504
1.0391947711380651,1.0393362488360145,1.0391947711380651
