cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
37273.066042162376,12.937,0.0,0.0,0.0,11.939933259375463,12.046886245042785,0,0.0,OPTIMAL,453825.43655966886
