cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
20785.048956941697,10.656,2.9973907852703254,0.0,0.0,7.3952924389919765,7.447169099584986,0,-8.682349338304794e-7,OPTIMAL,470999.5453507813
