cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
36343.30013731593,12.094,1.3889284182959676,0.0,0.0,10.74905672436699,10.826124556841204,0,-1.4854449048438316e-9,OPTIMAL,454138.3931001524
