cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
-1726.2048161921975,10.579,11.448140571782991,0.0,0.0,-0.7255509825891765,-0.6946498254294557,0,0.019210807534631415,OPTIMAL,485523.7027086026
